Australian Bureau of Statistics

"2016 Census - Selected Dwelling Characteristics"
"SA1 by HCFMD Family Household Composition (Dwelling)"
"Counting: Dwellings Location on Census Night"

Filters:
"Default Summation","Dwellings Location on Census Night"

"HCFMD Family Household Composition (Dwelling)","One family household: Couple family with no children","One family household: Couple family with children","One family household: One parent family","One family household: Other family","Two family household: Couple family with no children","Two family household: Couple family with children","Two family household: One parent family","Two family household: Other family","Three or more family household: Couple family with no children","Three or more family household: Couple family with children","Three or more family household: One parent family","Three or more family household: Other family","Lone person household","Group household","Visitors only household","Other non-classifiable household","Not applicable","Total",
"8101902",64,93,23,3,0,0,0,0,0,0,0,0,41,8,0,0,6,245,
"8101914",20,34,14,0,0,0,0,0,0,0,0,0,28,7,0,4,7,111,
"8107514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8100622",13,46,14,0,0,0,0,0,0,0,0,0,0,5,0,6,0,85,
"8103506",21,68,14,0,0,0,0,0,0,0,0,0,14,0,0,7,4,128,
"8103501",22,46,3,0,0,0,0,0,0,0,0,0,16,7,0,0,8,109,
"8103505",19,51,7,0,0,0,0,0,0,0,0,0,12,4,0,5,6,107,
"8103520",27,45,8,5,0,0,0,0,0,0,0,0,16,4,0,6,7,111,
"8103522",35,47,12,0,0,4,0,0,0,0,0,0,22,0,0,3,11,136,
"8103815",30,70,13,0,0,0,0,0,0,0,0,0,14,0,0,0,11,140,
"8103809",4,56,9,0,0,0,0,0,0,0,0,0,9,4,0,8,5,90,
"8103807",19,65,3,0,0,0,0,0,0,0,0,0,6,4,0,4,4,105,
"8103804",27,84,3,0,0,0,0,0,0,0,0,0,10,0,0,6,8,145,
"8103806",13,54,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,87,
"8103813",7,65,6,0,0,0,0,0,0,0,0,0,15,0,0,8,3,114,
"8103808",28,67,9,0,0,3,0,0,0,0,0,0,15,7,0,3,9,144,
"8103814",22,41,18,0,0,4,0,0,0,0,0,0,29,0,0,13,12,137,
"8103810",20,62,3,0,0,0,0,0,0,0,0,0,11,0,0,3,11,111,
"8103811",18,52,3,0,0,0,0,0,0,0,0,0,3,4,0,0,8,86,
"8103604",42,61,21,5,0,0,0,0,0,0,0,0,18,8,0,19,15,187,
"8103610",33,35,16,0,0,0,0,0,0,0,0,0,25,11,0,5,10,135,
"8103608",47,86,36,0,0,0,0,0,0,0,0,0,21,0,0,4,8,207,
"8103601",34,77,11,0,5,4,0,0,0,0,0,0,30,4,4,4,7,179,
"8103616",31,90,16,0,0,0,0,0,0,0,0,0,23,0,0,4,15,183,
"8111501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8111502",15,17,3,0,0,0,0,0,0,0,0,0,6,0,0,12,0,47,
"8103805",22,67,4,0,0,3,0,0,0,0,0,0,4,7,3,0,3,119,
"8113101",72,21,0,0,0,0,0,0,0,0,0,0,80,21,6,20,16,233,
"8104027",22,10,9,3,0,0,0,0,0,0,0,0,44,9,8,11,5,123,
"8112001",3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,
"8105301",118,22,14,0,0,0,0,0,0,0,0,0,124,40,29,52,64,470,
"8107314",22,37,10,0,0,0,0,0,0,0,0,0,7,4,0,3,5,91,
"8105113",46,12,0,0,0,0,0,0,0,0,0,0,58,30,4,9,16,177,
"8103910",48,27,7,9,0,0,0,0,0,0,0,0,45,28,4,7,9,179,
"8100215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8103911",31,13,10,0,0,0,0,0,0,0,0,0,34,3,0,7,6,105,
"8100206",205,59,13,7,0,4,0,0,0,0,0,0,233,85,20,64,35,721,
"8103705",35,7,0,0,0,0,0,0,0,0,0,0,59,5,0,6,6,121,
"8113006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8103913",28,11,0,0,0,0,0,0,0,0,0,0,33,8,0,4,10,96,
"8103507",13,70,16,0,0,3,0,0,0,0,0,0,15,0,0,5,9,131,
"8103508",15,58,9,0,0,0,0,0,0,0,0,0,18,0,0,6,8,120,
"8105306",52,17,0,0,0,0,0,0,0,0,0,0,38,14,13,32,10,177,
"8108409",23,35,6,0,0,0,0,0,0,0,0,0,19,0,0,0,8,84,
"8103812",39,76,12,4,0,0,0,0,0,0,0,0,21,3,0,4,11,169,
"8103605",12,33,11,0,0,0,0,0,0,0,0,0,15,0,0,0,6,81,
"8113902",28,75,0,0,0,0,0,0,0,0,0,0,6,0,4,4,8,124,
"8113903",36,16,11,4,0,0,0,0,0,0,0,0,43,6,3,14,5,143,
"8103606",40,50,7,0,0,0,0,0,0,0,0,0,15,5,0,3,23,145,
"8113904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8109811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8109402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8101804",0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,21,
"8111503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8103607",26,50,14,0,0,0,0,0,0,0,0,0,8,3,3,9,3,108,
"8103609",69,69,16,3,0,0,0,0,0,0,0,0,53,8,0,6,15,244,
"8103509",18,77,16,0,0,3,0,0,0,0,0,0,8,5,0,5,0,131,
"8113905",52,34,8,0,0,0,0,0,0,0,0,0,59,18,4,12,16,207,
"8113501",24,44,7,0,0,0,0,0,0,0,0,0,46,3,0,8,0,126,
"8100320",39,48,4,0,0,0,0,0,0,0,0,0,69,13,0,5,23,196,
"8113906",30,68,6,0,0,4,0,0,0,0,0,0,9,6,0,5,12,143,
"8103916",36,42,4,0,0,0,0,0,0,0,0,0,14,20,0,3,8,129,
"8103917",32,16,3,0,0,0,0,0,0,0,0,0,24,5,0,0,5,85,
"8101915",28,47,16,4,0,0,0,0,0,0,0,0,28,4,0,4,8,140,
"8104612",18,25,14,0,0,0,0,0,0,0,0,0,32,0,0,3,11,110,
"8110912",103,29,4,7,0,0,0,0,0,0,0,0,148,28,3,17,37,378,
"8112002",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
"8100619",21,13,12,5,0,0,0,0,0,0,0,0,36,7,0,5,9,98,
"8100620",22,69,18,0,0,0,0,0,0,0,0,0,14,8,0,6,3,134,
"8113907",17,23,5,0,0,0,0,0,0,0,0,0,10,3,0,5,0,73,
"8109812",11,19,4,0,0,0,0,0,0,0,0,0,4,0,6,4,0,49,
"8103918",21,11,3,6,0,0,0,0,0,0,0,0,41,4,0,10,0,97,
"8109813",18,55,3,0,0,6,0,0,0,0,0,0,11,0,0,0,0,97,
"8103510",18,95,8,0,0,0,5,0,0,0,0,0,13,0,0,6,6,155,
"8103511",19,54,4,0,0,4,3,0,0,0,0,0,13,5,0,9,4,100,
"8103512",33,86,16,0,0,3,0,0,0,0,0,0,10,3,0,4,6,159,
"8103513",18,55,7,0,0,0,0,0,0,0,0,0,4,5,0,0,0,102,
"8103514",14,45,11,4,0,0,0,0,0,0,0,0,11,0,0,7,5,93,
"8103521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8103515",7,51,4,0,0,0,0,0,0,0,0,0,5,0,0,0,4,79,
"8103516",23,82,17,6,0,7,0,0,0,0,0,0,19,10,0,11,5,174,
"8103517",14,40,12,0,0,0,0,0,0,0,0,0,5,4,0,0,5,78,
"8103518",21,78,10,0,0,4,0,0,0,0,0,0,9,3,0,3,3,141,
"8103519",12,53,0,0,0,4,0,0,0,0,0,0,12,9,0,0,8,103,
"8111801",38,98,30,4,0,0,0,0,0,0,0,0,43,13,0,3,13,249,
"8103102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8103714",33,77,10,4,0,3,0,0,0,0,0,0,9,4,5,3,5,143,
"8103611",18,40,0,0,0,0,0,0,0,0,0,0,7,4,8,5,4,72,
"8103612",23,24,8,0,0,0,0,0,0,0,0,0,30,3,0,4,7,98,
"8103709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8103613",36,60,15,4,0,0,0,0,0,0,0,0,32,6,3,4,6,169,
"8103614",19,49,9,0,0,4,0,0,0,0,0,0,10,0,0,0,3,97,
"8103615",44,73,8,0,0,0,0,0,0,0,0,0,13,3,0,7,13,164,
"8103710",38,64,9,3,0,3,0,0,0,0,0,0,9,6,0,0,14,155,
"8103711",57,89,7,0,0,0,0,0,0,0,0,0,26,11,0,10,12,230,
"8103617",31,61,17,0,0,3,0,0,0,0,0,0,22,0,0,0,4,140,
"8103712",12,22,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,39,
"8103713",22,47,5,0,0,3,0,0,0,0,0,0,8,3,0,4,3,95,
"8111308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8104424",20,73,3,3,0,3,0,0,0,0,0,0,11,6,0,0,13,135,
"8101916",36,45,15,0,0,0,0,0,0,0,0,0,23,7,0,0,4,127,
"8113110",157,38,11,0,0,0,0,0,0,0,0,0,183,23,28,66,96,601,
"8113111",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"8101917",20,45,10,0,0,0,0,0,0,0,0,0,18,5,0,8,4,112,
"8101919",39,54,6,0,0,3,0,0,0,0,0,0,35,10,0,4,12,164,
"8104416",35,62,16,0,0,8,0,0,0,0,0,0,10,11,0,4,7,146,
"8104417",21,60,3,0,0,0,0,0,0,0,0,0,11,6,0,0,5,109,
"8104418",21,38,13,0,0,0,0,0,0,0,0,0,24,10,0,0,5,115,
"8104419",39,32,5,3,0,0,0,0,0,0,0,0,78,0,0,10,11,184,
"8104420",43,39,10,4,0,0,0,0,0,0,0,0,58,20,0,6,15,198,
"8104421",45,30,10,0,0,0,0,0,0,0,0,0,48,15,0,6,16,163,
"8113502",64,63,17,0,0,0,0,0,0,0,0,0,29,9,4,12,10,210,
"8104631",18,55,4,0,0,0,0,0,0,0,0,0,3,3,0,3,0,90,
"8104632",66,78,11,3,3,3,0,0,0,0,0,0,46,0,0,3,11,223,
"8113908",34,48,10,3,0,3,0,0,0,0,0,0,14,4,0,4,3,123,
"8113909",41,16,5,3,0,0,0,0,0,0,0,0,74,9,4,23,8,179,
"8113910",72,32,11,5,0,0,0,0,0,0,0,0,90,23,4,27,7,270,
"8113503",34,89,19,0,0,0,0,0,0,0,0,0,27,5,0,14,25,211,
"8113504",42,60,14,0,0,0,0,0,0,0,0,0,20,0,0,9,3,153,
"8104633",42,50,0,0,0,0,0,0,0,0,0,0,21,4,0,4,3,135,
"8112003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"8106010",47,13,7,3,0,0,0,0,0,0,0,0,72,30,8,23,20,219,
"8104021",5,0,0,0,0,0,0,0,0,0,0,0,23,4,0,9,0,39,
"8104022",36,22,7,0,0,0,0,0,0,0,0,0,55,5,0,18,3,138,
"8104023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8111507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8105307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8105308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"8106116",84,42,16,5,0,0,0,0,0,0,0,0,99,34,3,11,16,314,
"8103618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8107317",32,58,8,0,0,0,0,0,0,0,0,0,11,0,3,0,3,119,
"8108419",39,0,0,0,0,0,0,0,0,0,0,0,91,0,0,18,6,152,
"8103926",43,6,0,0,0,0,0,0,0,0,0,0,38,3,0,3,8,106,
"8103920",33,22,0,0,0,0,0,0,0,0,0,0,39,11,3,9,5,118,
"8103921",29,11,0,3,0,0,0,0,0,0,0,0,41,6,0,4,3,101,
"8112409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8104422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8101803",8,13,4,0,0,0,0,0,0,0,0,0,0,3,0,0,9,38,
"8108113",41,0,0,0,0,0,0,0,0,0,0,0,56,0,0,24,11,130,
"8104301",33,34,3,0,0,0,0,0,0,0,0,0,25,0,0,4,15,116,
"8112301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8104904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8107101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8107515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8100621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8103201",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,
"8111506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
"8114001",5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,20,
"8113202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8113201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8108901",0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,12,
"8114101",7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,22,
"8101202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8109210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8111101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"8111201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
"8104302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8113801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"8111601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8114002",4,3,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,31,
"8113901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8111504",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,
"8114003",24,54,12,0,0,0,0,0,0,0,0,0,8,5,4,9,3,109,
"8111505",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
"8112201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8101203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8114004",8,5,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,19,
"8112101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8111701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8111802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8113401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8113505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8113701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8113601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8112004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,
"8979991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,
"Total",36818,46890,13483,1450,518,844,250,14,17,17,9,3,35416,6937,1826,6207,12842,163539,

"Data Source: Census of Population and Housing, 2016, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
